Company,Year,Rule Risk Score,Rule Risk Level,Passed Rules,Failed Rules,Skipped Rules,Critical Failures,High Failures,Medium Failures,Low Failures,ML Prediction,Decision Score,Anomaly Score,Violation Count,Violation Categories,Highest Severity,Rule-Based Explanation,ML Explanation,Overall Explanation,Audit Recommendation
ADANI GREEN ENERGY LTD,2017,17.73,Low,17,4,21,2,2,0,0,Normal,0.1892841001776585,-0.1892841001776585,42,"analytical, cross_statement, data_completeness, data_quality, integrity, ratio, solvency, trend",Critical,"Rule-based analysis identified 42 violation(s). 
Critical Severity (5 violation(s)):   - BS-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(6683.63), 'Total Liabilities': np.float64(6159.92), 'Equity Share Capital': np.float64(1273.9), 'Reserves': np.float64(-70.96)}   - CF-002 (Unknown): Unavailable prior-year Cash & Bank. Observed: {'Cash & Bank': np.float64(186.75), 'Net Cash Flow': np.float64(75.85)}   - DV-004 (Unknown): Validation passed. Observed: {'Company': 'ADANI GREEN ENERGY LTD', 'Year': np.int64(2017)}   - IS-013 (Unknown): Unavailable prior-year Reserves. Observed: {'Net profit': np.float64(-46.67), 'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(-70.96)}   - LED-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(6683.63), 'Total Liabilities': np.float64(6159.92), 'Equity Share Capital': np.float64(1273.9), 'Reserves': np.float64(-70.96)} 
High Severity (14 violation(s)):   - BS-009 (Unknown): Validation passed. Observed: {'Equity Share Capital': np.float64(1273.9), 'Reserves': np.float64(-70.96)}   - CF-004 (Unknown): Unavailable prior-year Borrowings. Observed: {'Borrowings': np.float64(4346.57), 'Dividend Amount': np.float64(0.0), 'Cash from Financing Activity': np.float64(1559.09)}   - CF-006 (Unknown): Validation passed. Observed: {'Net profit': np.float64(-46.67), 'Depreciation': np.float64(333.27), 'Cash from Operating Activity': np.float64(27.78)}   - CF-008 (Unknown): Insufficient history for Cash from Operating Activity. Observed: {'Cash from Operating Activity': np.float64(27.78)}   - CF-009 (Unknown): Unavailable metric values: ['Operating_CF_Ratio']. Observed: {'Operating_CF_Ratio': np.float64(nan)}   - CF-010 (Unknown): Validation passed. Observed: {'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(-70.96)}   - DV-007 (Unknown): Validation passed.   - DV-012 (Unknown): Validation passed.   - IS-010 (Unknown): Unavailable prior-year Total Expenses. Observed: {'Total Expenses': np.float64(0.0)}   - IS-011 (Unknown): Unavailable metric values: ['Revenue_Growth', 'Operating_CF_Growth']. Observed: {'Revenue_Growth': np.float64(nan), 'Operating_CF_Growth': np.float64(nan)}   - RAT-005 (Unknown): Validation triggered. Observed: {'Debt_Equity_Ratio': np.float64(3.6132891083512058)}   - RAT-006 (Unknown): Unavailable metric values: ['Debt_Ratio']. Observed: {'Debt_Ratio': np.float64(nan)}   - RAT-007 (Unknown): Unavailable metric values: ['Equity_Ratio']. Observed: {'Equity_Ratio': np.float64(nan)}   - RAT-008 (Unknown): Validation triggered. Observed: {'Interest_Coverage_Ratio': np.float64(0.0)} 
Medium Severity (23 violation(s)):   - DV-008 (Unknown): Validation passed. Observed: {'Cash & Bank': np.float64(186.75), 'Inventory': np.float64(0.49)}   - DV-015 (Unknown): Validation passed. Observed: {'Sales': np.float64(501.65), 'robust_z': None}   - DV-018 (Unknown): Validation passed. Observed: {'Year': np.int64(2017), 'Report Date': '2017-03-31'}   - IS-002 (Unknown): Validation passed. Observed: {'gross_margin': np.float64(1.0), 'robust_z': None}   - IS-007 (Unknown): Validation passed. Observed: {'Interest': np.float64(334.14), 'Borrowings': np.float64(4346.57)}   - IS-008 (Unknown): Validation passed. Observed: {'effective_tax_rate': np.float64(0.7485863418877774), 'robust_z': None}   - IS-016 (Unknown): Unavailable metric values: ['Depreciation_Ratio']. Observed: {'Depreciation_Ratio': np.float64(nan)}   - RAT-010 (Unknown): Insufficient history for gross_margin. Observed: {'gross_margin': np.float64(1.0)}   - RAT-011 (Unknown): Insufficient history for Profit_Margin. Observed: {'Profit_Margin': np.float64(-0.0930329911292734)}   - RAT-012 (Unknown): Insufficient history for Operating_Margin. Observed: {'Operating_Margin': np.float64(0.0)}   - RAT-014 (Unknown): Unavailable metric values: ['ROA']. Observed: {'ROA': np.float64(nan)}   - RAT-015 (Unknown): Validation passed. Observed: {'ROE': np.float64(-0.0387966149600146), 'robust_z': None}   - RAT-017 (Unknown): Unavailable metric values: ['Asset_Utilization_Ratio']. Observed: {'Asset_Utilization_Ratio': np.float64(nan)}   - RAT-018 (Unknown): Validation passed. Observed: {'inventory_turnover': np.float64(1023.7755102040816), 'robust_z': None}   - RAT-019 (Unknown): Validation passed. Observed: {'receivables_turnover': np.float64(1.4909204386720951), 'robust_z': None}   - RAT-020 (Unknown): Insufficient history for dso. Observed: {'dso': np.float64(244.8152098076349)}   - RAT-022 (Unknown): Insufficient history for dio. Observed: {'dio': np.float64(0.356523472540616)}   - RAT-024 (Unknown): Unavailable metric values: ['Revenue_Growth']. Observed: {'Revenue_Growth': np.float64(nan)}   - TR-001 (Unknown): Unavailable metric values: ['Revenue_Growth']. Observed: {'Revenue_Growth': np.float64(nan)}   - TR-002 (Unknown): Unavailable prior-year Total Expenses. Observed: {'Total Expenses': np.float64(0.0)}   - TR-003 (Unknown): Unavailable metric values: ['Revenue_Volatility']. Observed: {'Revenue_Volatility': np.float64(nan)}   - TR-006 (Unknown): Validation passed. Observed: {'Expense_Ratio': np.float64(0.0), 'robust_z': None}   - TR-009 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.0930329911292734), 'Operating_Margin': np.float64(0.0), 'robust_z': None} 
Rule-Based Risk Score: 17.73% (Risk Level: Low).",ML Evidence: The Isolation Forest model classified this observation as 'Normal'.  Decision Score: 0.189284.  Anomaly Score: -0.189284.  The observation aligns with learned historical financial patterns.,Overall Assessment:  Rule-based risk: 17.73% (Low).  The ML model detected no anomaly.,Low rule-based risk supports standard audit approach. Critical violations (5) require immediate investigation and substantive testing. High-severity violations (14) warrant expanded audit procedures and management inquiry.
ADANI GREEN ENERGY LTD,2018,28.67,Moderate,24,6,12,4,2,0,0,Normal,0.1700463447403092,-0.1700463447403092,42,"analytical, cross_statement, data_completeness, data_quality, integrity, ratio, solvency, trend",Critical,"Rule-based analysis identified 42 violation(s). 
Critical Severity (5 violation(s)):   - BS-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(18706.01), 'Total Liabilities': np.float64(15708.579999999998), 'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(-222.61)}   - CF-002 (Unknown): Validation triggered. Observed: {'Cash & Bank': np.float64(456.92), 'Net Cash Flow': np.float64(162.45)}   - DV-004 (Unknown): Validation passed. Observed: {'Company': 'ADANI GREEN ENERGY LTD', 'Year': np.int64(2018)}   - IS-013 (Unknown): Validation triggered. Observed: {'Net profit': np.float64(-137.52), 'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(-222.61)}   - LED-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(18706.01), 'Total Liabilities': np.float64(15708.579999999998), 'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(-222.61)} 
High Severity (14 violation(s)):   - BS-009 (Unknown): Validation passed. Observed: {'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(-222.61)}   - CF-004 (Unknown): Validation passed. Observed: {'Borrowings': np.float64(9864.14), 'Dividend Amount': np.float64(0.0), 'Cash from Financing Activity': np.float64(3942.02)}   - CF-006 (Unknown): Validation passed. Observed: {'Net profit': np.float64(-137.52), 'Depreciation': np.float64(542.99), 'Cash from Operating Activity': np.float64(648.65)}   - CF-008 (Unknown): Insufficient history for Cash from Operating Activity. Observed: {'Cash from Operating Activity': np.float64(648.65)}   - CF-009 (Unknown): Unavailable metric values: ['Operating_CF_Ratio']. Observed: {'Operating_CF_Ratio': np.float64(nan)}   - CF-010 (Unknown): Validation passed. Observed: {'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(-222.61)}   - DV-007 (Unknown): Validation passed.   - DV-012 (Unknown): Validation passed.   - IS-010 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - IS-011 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(1.9508222864547), 'Operating_CF_Growth': np.float64(22.349532037437005)}   - RAT-005 (Unknown): Validation triggered. Observed: {'Debt_Equity_Ratio': np.float64(7.35361562546593)}   - RAT-006 (Unknown): Unavailable metric values: ['Debt_Ratio']. Observed: {'Debt_Ratio': np.float64(nan)}   - RAT-007 (Unknown): Unavailable metric values: ['Equity_Ratio']. Observed: {'Equity_Ratio': np.float64(nan)}   - RAT-008 (Unknown): Validation triggered. Observed: {'Interest_Coverage_Ratio': np.float64(0.0)} 
Medium Severity (23 violation(s)):   - DV-008 (Unknown): Validation passed. Observed: {'Cash & Bank': np.float64(456.92), 'Inventory': np.float64(1692.29)}   - DV-015 (Unknown): Validation passed. Observed: {'Sales': np.float64(1480.28), 'robust_z': None}   - DV-018 (Unknown): Validation passed. Observed: {'Year': np.int64(2018), 'Report Date': '2018-03-31'}   - IS-002 (Unknown): Validation passed. Observed: {'gross_margin': np.float64(1.0), 'robust_z': None}   - IS-007 (Unknown): Validation passed. Observed: {'Interest': np.float64(551.82), 'Borrowings': np.float64(9864.14)}   - IS-008 (Unknown): Validation passed. Observed: {'effective_tax_rate': np.float64(0.3458939956227995), 'robust_z': None}   - IS-016 (Unknown): Unavailable metric values: ['Depreciation_Ratio']. Observed: {'Depreciation_Ratio': np.float64(nan)}   - RAT-010 (Unknown): Insufficient history for gross_margin. Observed: {'gross_margin': np.float64(1.0)}   - RAT-011 (Unknown): Insufficient history for Profit_Margin. Observed: {'Profit_Margin': np.float64(-0.0929013429891642)}   - RAT-012 (Unknown): Insufficient history for Operating_Margin. Observed: {'Operating_Margin': np.float64(0.0)}   - RAT-014 (Unknown): Unavailable metric values: ['ROA']. Observed: {'ROA': np.float64(nan)}   - RAT-015 (Unknown): Validation passed. Observed: {'ROE': np.float64(-0.1025197554793499), 'robust_z': None}   - RAT-017 (Unknown): Unavailable metric values: ['Asset_Utilization_Ratio']. Observed: {'Asset_Utilization_Ratio': np.float64(nan)}   - RAT-018 (Unknown): Validation passed. Observed: {'inventory_turnover': np.float64(0.8747200538914726), 'robust_z': None}   - RAT-019 (Unknown): Validation passed. Observed: {'receivables_turnover': np.float64(1.7451604536558911), 'robust_z': None}   - RAT-020 (Unknown): Insufficient history for dso. Observed: {'dso': np.float64(209.14982300645823)}   - RAT-022 (Unknown): Insufficient history for dio. Observed: {'dio': np.float64(417.2763598778609)}   - RAT-024 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(1.9508222864547)}   - TR-001 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(1.9508222864547), 'robust_z': None}   - TR-002 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - TR-003 (Unknown): Validation passed. Observed: {'Revenue_Volatility': np.float64(691.995909272591), 'robust_z': None}   - TR-006 (Unknown): Validation passed. Observed: {'Expense_Ratio': np.float64(0.0), 'robust_z': None}   - TR-009 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.0929013429891642), 'Operating_Margin': np.float64(0.0), 'robust_z': None} 
Rule-Based Risk Score: 28.67% (Risk Level: Moderate).",ML Evidence: The Isolation Forest model classified this observation as 'Normal'.  Decision Score: 0.170046.  Anomaly Score: -0.170046.  The observation aligns with learned historical financial patterns.,Overall Assessment:  Rule-based risk: 28.67% (Moderate).  The ML model detected no anomaly.,Low rule-based risk supports standard audit approach. Critical violations (5) require immediate investigation and substantive testing. High-severity violations (14) warrant expanded audit procedures and management inquiry.
ADANI GREEN ENERGY LTD,2019,32.58,Moderate,28,8,6,4,2,2,0,Normal,0.1732575401423247,-0.1732575401423247,42,"analytical, cross_statement, data_completeness, data_quality, integrity, ratio, solvency, trend",Critical,"Rule-based analysis identified 42 violation(s). 
Critical Severity (5 violation(s)):   - BS-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(15912.77), 'Total Liabilities': np.float64(14657.53), 'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(369.33)}   - CF-002 (Unknown): Validation triggered. Observed: {'Cash & Bank': np.float64(361.47), 'Net Cash Flow': np.float64(3.48)}   - DV-004 (Unknown): Validation passed. Observed: {'Company': 'ADANI GREEN ENERGY LTD', 'Year': np.int64(2019)}   - IS-013 (Unknown): Validation triggered. Observed: {'Net profit': np.float64(-473.91), 'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(369.33)}   - LED-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(15912.77), 'Total Liabilities': np.float64(14657.53), 'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(369.33)} 
High Severity (14 violation(s)):   - BS-009 (Unknown): Validation passed. Observed: {'Equity Share Capital': np.float64(1564.01), 'Reserves': np.float64(369.33)}   - CF-004 (Unknown): Validation passed. Observed: {'Borrowings': np.float64(11142.49), 'Dividend Amount': np.float64(0.0), 'Cash from Financing Activity': np.float64(1045.21)}   - CF-006 (Unknown): Validation passed. Observed: {'Net profit': np.float64(-473.91), 'Depreciation': np.float64(1061.96), 'Cash from Operating Activity': np.float64(1624.55)}   - CF-008 (Unknown): Validation passed. Observed: {'Cash from Operating Activity': np.float64(1624.55)}   - CF-009 (Unknown): Unavailable metric values: ['Operating_CF_Ratio']. Observed: {'Operating_CF_Ratio': np.float64(nan)}   - CF-010 (Unknown): Validation passed. Observed: {'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(369.33)}   - DV-007 (Unknown): Validation passed.   - DV-012 (Unknown): Validation passed.   - IS-010 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - IS-011 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.3902640041073311), 'Operating_CF_Growth': np.float64(1.5045093656054882)}   - RAT-005 (Unknown): Validation triggered. Observed: {'Debt_Equity_Ratio': np.float64(5.763337022975783)}   - RAT-006 (Unknown): Unavailable metric values: ['Debt_Ratio']. Observed: {'Debt_Ratio': np.float64(nan)}   - RAT-007 (Unknown): Unavailable metric values: ['Equity_Ratio']. Observed: {'Equity_Ratio': np.float64(nan)}   - RAT-008 (Unknown): Validation triggered. Observed: {'Interest_Coverage_Ratio': np.float64(0.0)} 
Medium Severity (23 violation(s)):   - DV-008 (Unknown): Validation passed. Observed: {'Cash & Bank': np.float64(361.47), 'Inventory': np.float64(135.88)}   - DV-015 (Unknown): Validation passed. Observed: {'Sales': np.float64(2057.98), 'robust_z': None}   - DV-018 (Unknown): Validation passed. Observed: {'Year': np.int64(2019), 'Report Date': '2019-03-31'}   - IS-002 (Unknown): Validation passed. Observed: {'gross_margin': np.float64(1.0), 'robust_z': None}   - IS-007 (Unknown): Validation passed. Observed: {'Interest': np.float64(1121.18), 'Borrowings': np.float64(11142.49)}   - IS-008 (Unknown): Validation passed. Observed: {'effective_tax_rate': np.float64(0.1935483870967742), 'robust_z': None}   - IS-016 (Unknown): Unavailable metric values: ['Depreciation_Ratio']. Observed: {'Depreciation_Ratio': np.float64(nan)}   - RAT-010 (Unknown): Validation triggered. Observed: {'gross_margin': np.float64(1.0)}   - RAT-011 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.2302792058231858)}   - RAT-012 (Unknown): Validation triggered. Observed: {'Operating_Margin': np.float64(0.0)}   - RAT-014 (Unknown): Unavailable metric values: ['ROA']. Observed: {'ROA': np.float64(nan)}   - RAT-015 (Unknown): Validation passed. Observed: {'ROE': np.float64(-0.2451250168102869), 'robust_z': None}   - RAT-017 (Unknown): Unavailable metric values: ['Asset_Utilization_Ratio']. Observed: {'Asset_Utilization_Ratio': np.float64(nan)}   - RAT-018 (Unknown): Validation passed. Observed: {'inventory_turnover': np.float64(15.145569620253164), 'robust_z': None}   - RAT-019 (Unknown): Validation passed. Observed: {'receivables_turnover': np.float64(2.7154072490730847), 'robust_z': None}   - RAT-020 (Unknown): Validation passed. Observed: {'dso': np.float64(134.41814303345998)}   - RAT-022 (Unknown): Validation passed. Observed: {'dio': np.float64(24.099456748850816)}   - RAT-024 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.3902640041073311)}   - TR-001 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.3902640041073311), 'robust_z': None}   - TR-002 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - TR-003 (Unknown): Validation passed. Observed: {'Revenue_Volatility': np.float64(786.7249663213527), 'robust_z': None}   - TR-006 (Unknown): Validation passed. Observed: {'Expense_Ratio': np.float64(0.0), 'robust_z': None}   - TR-009 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.2302792058231858), 'Operating_Margin': np.float64(0.0), 'robust_z': None} 
Rule-Based Risk Score: 32.58% (Risk Level: Moderate).",ML Evidence: The Isolation Forest model classified this observation as 'Normal'.  Decision Score: 0.173258.  Anomaly Score: -0.173258.  The observation aligns with learned historical financial patterns.,Overall Assessment:  Rule-based risk: 32.58% (Moderate).  The ML model detected no anomaly.,Low rule-based risk supports standard audit approach. Critical violations (5) require immediate investigation and substantive testing. High-severity violations (14) warrant expanded audit procedures and management inquiry.
ADANI GREEN ENERGY LTD,2020,32.58,Moderate,28,8,6,4,2,2,0,Normal,0.1838132286261709,-0.1838132286261709,42,"analytical, cross_statement, data_completeness, data_quality, integrity, ratio, solvency, trend",Critical,"Rule-based analysis identified 42 violation(s). 
Critical Severity (5 violation(s)):   - BS-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(19963.0), 'Total Liabilities': np.float64(18424.0), 'Equity Share Capital': np.float64(1564.0), 'Reserves': np.float64(792.0)}   - CF-002 (Unknown): Validation triggered. Observed: {'Cash & Bank': np.float64(695.0), 'Net Cash Flow': np.float64(383.0)}   - DV-004 (Unknown): Validation passed. Observed: {'Company': 'ADANI GREEN ENERGY LTD', 'Year': np.int64(2020)}   - IS-013 (Unknown): Validation triggered. Observed: {'Net profit': np.float64(-23.0), 'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(792.0)}   - LED-001 (Unknown): Validation triggered. Observed: {'Total Assets': np.float64(19963.0), 'Total Liabilities': np.float64(18424.0), 'Equity Share Capital': np.float64(1564.0), 'Reserves': np.float64(792.0)} 
High Severity (14 violation(s)):   - BS-009 (Unknown): Validation passed. Observed: {'Equity Share Capital': np.float64(1564.0), 'Reserves': np.float64(792.0)}   - CF-004 (Unknown): Validation passed. Observed: {'Borrowings': np.float64(14867.0), 'Dividend Amount': np.float64(0.0), 'Cash from Financing Activity': np.float64(2161.0)}   - CF-006 (Unknown): Validation passed. Observed: {'Net profit': np.float64(-23.0), 'Depreciation': np.float64(394.0), 'Cash from Operating Activity': np.float64(1965.0)}   - CF-008 (Unknown): Validation passed. Observed: {'Cash from Operating Activity': np.float64(1965.0)}   - CF-009 (Unknown): Unavailable metric values: ['Operating_CF_Ratio']. Observed: {'Operating_CF_Ratio': np.float64(nan)}   - CF-010 (Unknown): Validation passed. Observed: {'Dividend Amount': np.float64(0.0), 'Reserves': np.float64(792.0)}   - DV-007 (Unknown): Validation passed.   - DV-012 (Unknown): Validation passed.   - IS-010 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - IS-011 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.2385931836072266), 'Operating_CF_Growth': np.float64(0.2095657258933243)}   - RAT-005 (Unknown): Validation triggered. Observed: {'Debt_Equity_Ratio': np.float64(6.310271646859083)}   - RAT-006 (Unknown): Unavailable metric values: ['Debt_Ratio']. Observed: {'Debt_Ratio': np.float64(nan)}   - RAT-007 (Unknown): Unavailable metric values: ['Equity_Ratio']. Observed: {'Equity_Ratio': np.float64(nan)}   - RAT-008 (Unknown): Validation triggered. Observed: {'Interest_Coverage_Ratio': np.float64(0.0)} 
Medium Severity (23 violation(s)):   - DV-008 (Unknown): Validation passed. Observed: {'Cash & Bank': np.float64(695.0), 'Inventory': np.float64(104.0)}   - DV-015 (Unknown): Validation passed. Observed: {'Sales': np.float64(2549.0), 'robust_z': None}   - DV-018 (Unknown): Validation passed. Observed: {'Year': np.int64(2020), 'Report Date': '2020-03-31'}   - IS-002 (Unknown): Validation passed. Observed: {'gross_margin': np.float64(1.0), 'robust_z': None}   - IS-007 (Unknown): Validation passed. Observed: {'Interest': np.float64(995.0), 'Borrowings': np.float64(14867.0)}   - IS-008 (Unknown): Validation passed. Observed: {'effective_tax_rate': np.float64(-0.22), 'robust_z': None}   - IS-016 (Unknown): Unavailable metric values: ['Depreciation_Ratio']. Observed: {'Depreciation_Ratio': np.float64(nan)}   - RAT-010 (Unknown): Validation triggered. Observed: {'gross_margin': np.float64(1.0)}   - RAT-011 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.0090231463318948)}   - RAT-012 (Unknown): Validation triggered. Observed: {'Operating_Margin': np.float64(0.0)}   - RAT-014 (Unknown): Unavailable metric values: ['ROA']. Observed: {'ROA': np.float64(nan)}   - RAT-015 (Unknown): Validation passed. Observed: {'ROE': np.float64(-0.0097623089983022), 'robust_z': None}   - RAT-017 (Unknown): Unavailable metric values: ['Asset_Utilization_Ratio']. Observed: {'Asset_Utilization_Ratio': np.float64(nan)}   - RAT-018 (Unknown): Validation passed. Observed: {'inventory_turnover': np.float64(24.509615384615383), 'robust_z': None}   - RAT-019 (Unknown): Validation passed. Observed: {'receivables_turnover': np.float64(3.4445945945945944), 'robust_z': None}   - RAT-020 (Unknown): Validation passed. Observed: {'dso': np.float64(105.96312279325228)}   - RAT-022 (Unknown): Validation passed. Observed: {'dio': np.float64(14.892114554727344)}   - RAT-024 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.2385931836072266)}   - TR-001 (Unknown): Validation passed. Observed: {'Revenue_Growth': np.float64(0.2385931836072266), 'robust_z': None}   - TR-002 (Unknown): Validation passed. Observed: {'Total Expenses': np.float64(0.0)}   - TR-003 (Unknown): Validation passed. Observed: {'Revenue_Volatility': np.float64(534.945537539415), 'robust_z': None}   - TR-006 (Unknown): Validation passed. Observed: {'Expense_Ratio': np.float64(0.0), 'robust_z': None}   - TR-009 (Unknown): Validation passed. Observed: {'Profit_Margin': np.float64(-0.0090231463318948), 'Operating_Margin': np.float64(0.0), 'robust_z': None} 
Rule-Based Risk Score: 32.58% (Risk Level: Moderate).",ML Evidence: The Isolation Forest model classified this observation as 'Normal'.  Decision Score: 0.183813.  Anomaly Score: -0.183813.  The observation aligns with learned historical financial patterns.,Overall Assessment:  Rule-based risk: 32.58% (Moderate).  The ML model detected no anomaly.,Low rule-based risk supports standard audit approach. Critical violations (5) require immediate investigation and substantive testing. High-severity violations (14) warrant expanded audit procedures and management inquiry.
